BGtoBG,BGtoVM1S1,BGtoDM1S1,BGtoV1,BGtoU1,VM1S1toBG,VM1S1toVM1S1,DM1S1toBG,DM1S1toDM1S1,V1toBG,V1toV1,U1toBG,U1toU1
0.541383645372466,-0.124072488636751,0.0276333935215273,0.102219035500259,-0.0880026541669626,-0.0539332729195902,0.515633216569414,-0.0849201867087354,0.541878529433492,-0.0624725766071843,0.538111134933996,-0.0726091816242391,0.570916219494614
0.574347517215653,-0.0257906796281389,-0.00223387595368138,-0.0504647716493692,-0.0283490742853659,-0.0716383853244877,0.544821781871048,-0.0674412082739694,0.572979222792118,-0.0604291232588899,0.552234117733188,-0.0507031610454568,0.559506514272747
0.568032899225172,-0.00723318992698231,-0.0322088435988181,-0.0294812462193533,-0.0219907092835202,-0.0561952682433869,0.590295942076759,-0.0670459150963257,0.523420439406081,-0.0454435244827591,0.590353621102605,-0.0601989598076055,0.556398697572307
-0.121999382275041,0.706551254532555,0.26325963165169,-0.977573171835916,0.613740047222518,-0.235815474533698,0.35859410832449,0.073413939274917,0.372865893267247,0.0155821174559225,-0.273640542878547,0.0794035989314627,0.284713128560506
0.393962619828421,0.38986251437838,0.401890165942507,-0.137801200551224,0.298247915516475,-0.2401927250478,0.433476015194763,0.302128253401861,-0.0698927148538422,-0.279232801379431,0.545127674026696,-0.31143205833325,0.411500062287436
0.564551560139104,-0.0129054689858395,-0.0993339793468942,-0.159801698075491,0.063365353178367,-0.243532029636836,0.447984628719796,-0.0940305629577794,0.196338127879169,-0.0836465684834777,0.598338466618732,-0.183228760482523,0.625473748832728
0.572935237058938,-0.0166067524414188,-0.0382016494719064,-0.00455531948467953,-0.0259893656908492,-0.0127408942309264,0.539495081475729,-0.0541922239597769,0.553483598007579,-0.0461798674740551,0.556585217861947,-0.0347770228397613,0.588662730827127
0.573105133110076,-0.0280763853068873,-0.0433711728314874,-0.0373362495128221,-0.0459774251005899,-0.0479779991482548,0.579940659256751,-0.0306588311374072,0.511662437957471,-0.0422290146857709,0.576528248731733,-0.0403856387468813,0.555516698126137
0.563334725789907,-0.0345953055667178,-0.0296334832337309,-0.0363062056809173,-0.0319605925195045,-0.0392664116087684,0.574936781679256,-0.0272040908068844,0.57271293553542,-0.0203298283126908,0.574462802038855,-0.0396507641892029,0.574279774357789
0.54515251863021,0.0215309701688048,-0.0587975905487506,-0.0951750745075578,0.00974051994640075,-0.0559657495380149,0.592011748910243,-0.0815550003673609,0.533861578252445,-0.0840722528515593,0.516972290070059,-0.0567060558246847,0.593824389167995
0.590724428315956,0.0159014322870412,0.0607414314681771,-0.0665391894422194,-0.00547229861812115,-0.0693859383423479,0.609840355404595,-0.113406642303367,0.562161711215157,-0.115093703304427,0.3306740548325,-0.0552547993613417,0.58940311009142
