BGtoBG,BGtoVM1S1,BGtoDM1S1,BGtoV1,BGtoU1,VM1S1toBG,VM1S1toVM1S1,DM1S1toBG,DM1S1toDM1S1,V1toBG,V1toV1,U1toBG,U1toU1
3.02519972744466,-1.17413365895293,0.248618923318268,0.788567303980017,-0.755675346071914,-0.434127471502689,2.89884585156079,-0.818657767385678,2.81092846594344,-0.549385419493536,2.81527619802376,-0.775489429477838,3.1691874762559
3.38502833118656,-0.367293352176026,-0.0458721861077545,-0.593675957507249,-0.390623584809433,-0.723798322275358,3.1029366181175,-0.78118449666806,3.30323485790097,-0.650563808095213,3.20199123646602,-0.5103508864576,3.21059901593551
3.37757782560546,-0.239661472982711,-0.538357902640286,-0.409192236397944,-0.367611173407622,-0.571491429566337,3.50228512073116,-0.578445035121992,3.04250380839609,-0.557272881022881,3.53950901753353,-0.604208098917124,3.22875899651321
1.65045944197493,2.77128207797232,0.723992045588265,-2.99037743990505,2.13136262020477,-0.81431225118064,1.81169647653405,0.469674401752891,1.66137485605754,-0.0610691233525329,0.758431132040344,0.415701847442219,1.59785880013329
5.27940782918854,1.16326908918869,1.03401413917445,-0.489130266507466,0.868939560931811,-1.21749901898384,1.84047154317615,2.28350541061839,1.15500558311202,-3.54343143966525,2.91622532690986,-1.90692403474324,1.65599615752227
3.14409754669186,0.464284718632445,-0.050987290058426,-0.320270326630836,0.623012607682228,-1.9992078105693,1.89639607044737,-0.723390334942816,1.42746533702833,-1.54381947042059,2.84020857540789,-1.71698084577592,2.7098017190463
3.30865097680539,-0.447510064401995,-0.553532129269872,-0.37462521511842,-0.458298422603421,-0.0185652775996426,3.03239180533138,-0.551157665887106,3.15028978359293,-0.304958168919275,3.14610557338548,-0.331231328470643,3.42373464517989
3.28954331883568,-0.442128296466834,-0.627335172745918,-0.516604528251589,-0.661579183575629,-0.476972886394301,3.33149641280618,-0.187110547667186,2.83951811272929,-0.424415734954291,3.31466358911424,-0.3163408991372,3.14120926348706
3.30296089455076,-0.597809152049148,-0.470793778787526,-0.624591566081728,-0.552795937514247,-0.362037480821493,3.40448391516029,-0.286347987165568,3.37946523124279,-0.134071580923576,3.40809367046263,-0.356163246646526,3.40154386785234
3.23047149726944,0.193417244194655,-0.531285002435645,-0.928306109220963,0.0571475182886088,-0.640422684657823,3.4026252750208,-0.852073573370344,3.05155400128638,-0.817832531175261,3.01016424381498,-0.614195746556822,3.42980158609049
3.29728414376759,0.272917288715232,0.645773102919399,-0.670252114727015,0.0481847408448685,-0.949410390601121,3.31391013413404,-1.25287685608286,2.8760864684997,-0.754348277895261,1.98772008799367,-0.749774435228821,3.17034372641041
2.82760379738271,1.12882096536818,-1.06921555462732,-0.129419371236784,-0.0289362034604129,-1.99938309159027,2.38314809728356,-0.839733683126807,2.47882525217321,-0.795408190126708,3.06234839237062,-1.06784837293889,2.67614701082685
2.91861419958604,-0.240643837713339,-0.444534558393277,-0.395187702295083,-0.236852749951519,-0.480617228208384,3.02516583135929,-0.710342477127675,3.01825420923374,0.394782481605985,2.61898299543198,-0.440426290526783,3.18528589779597
